,Player Id,Team,Games Played,Total Tackles,Birth Place,Birthday,Experience,Height (inches),Name,Weight (lbs),Years Played
3896,briankelly/2501577,Tampa Bay Buccaneers,16,58,"Las Vegas , NV",1/14/1976,11 Seasons,71.0,"Kelly, Brian",193.0,1998 - 2008
3897,briankelly/2501577,Tampa Bay Buccaneers,5,15,"Las Vegas , NV",1/14/1976,11 Seasons,71.0,"Kelly, Brian",193.0,1998 - 2008
3898,briankelly/2501577,Tampa Bay Buccaneers,16,65,"Las Vegas , NV",1/14/1976,11 Seasons,71.0,"Kelly, Brian",193.0,1998 - 2008
3899,briankelly/2501577,Tampa Bay Buccaneers,16,57,"Las Vegas , NV",1/14/1976,11 Seasons,71.0,"Kelly, Brian",193.0,1998 - 2008
3900,briankelly/2501577,Tampa Bay Buccaneers,16,--,"Las Vegas , NV",1/14/1976,11 Seasons,71.0,"Kelly, Brian",193.0,1998 - 2008
3901,briankelly/2501577,Tampa Bay Buccaneers,16,--,"Las Vegas , NV",1/14/1976,11 Seasons,71.0,"Kelly, Brian",193.0,1998 - 2008
3902,briankelly/2501577,Tampa Bay Buccaneers,16,--,"Las Vegas , NV",1/14/1976,11 Seasons,71.0,"Kelly, Brian",193.0,1998 - 2008
3903,dorsettdavis/2505091,Denver Broncos,0,0,"Shelby , MS",1/24/1979,3 Seasons,77.0,"Davis, Dorsett",305.0,2002 - 2004
3904,dorsettdavis/2505091,Denver Broncos,14,10,"Shelby , MS",1/24/1979,3 Seasons,77.0,"Davis, Dorsett",305.0,2002 - 2004
3905,dorsettdavis/2505091,Denver Broncos,0,0,"Shelby , MS",1/24/1979,3 Seasons,77.0,"Davis, Dorsett",305.0,2002 - 2004
3906,b.j.sams/2505798,Kansas City Chiefs,3,0,"New Orleans , LA",10/29/1980,5 Seasons,70.0,"Sams, B.J.",185.0,2004 - 2008
3907,b.j.sams/2505798,Baltimore Ravens,1,0,"New Orleans , LA",10/29/1980,5 Seasons,70.0,"Sams, B.J.",185.0,2004 - 2008
3908,b.j.sams/2505798,Baltimore Ravens,12,0,"New Orleans , LA",10/29/1980,5 Seasons,70.0,"Sams, B.J.",185.0,2004 - 2008
3909,b.j.sams/2505798,Baltimore Ravens,14,0,"New Orleans , LA",10/29/1980,5 Seasons,70.0,"Sams, B.J.",185.0,2004 - 2008
3910,b.j.sams/2505798,Baltimore Ravens,16,2,"New Orleans , LA",10/29/1980,5 Seasons,70.0,"Sams, B.J.",185.0,2004 - 2008
3911,brockforsey/2505458,Miami Dolphins,6,1,"Meridian , ID",2/11/1980,2 Seasons,71.0,"Forsey, Brock",208.0,2003 - 2004
3912,brockforsey/2505458,Chicago Bears,11,0,"Meridian , ID",2/11/1980,2 Seasons,71.0,"Forsey, Brock",208.0,2003 - 2004
3913,a.j.jefferson/494275,Minnesota Vikings,10,5,"Bakersfield , CA",4/4/1988,5 Seasons,73.0,"Jefferson, A.J.",190.0,2010 - 2014
3914,a.j.jefferson/494275,Minnesota Vikings,15,37,"Bakersfield , CA",4/4/1988,5 Seasons,73.0,"Jefferson, A.J.",190.0,2010 - 2014
3915,a.j.jefferson/494275,Arizona Cardinals,16,66,"Bakersfield , CA",4/4/1988,5 Seasons,73.0,"Jefferson, A.J.",190.0,2010 - 2014
3916,a.j.jefferson/494275,Arizona Cardinals,2,1,"Bakersfield , CA",4/4/1988,5 Seasons,73.0,"Jefferson, A.J.",190.0,2010 - 2014
3917,tedjohnson/2501454,New England Patriots,16,77,"Alameda , CA",12/4/1972,10 Seasons,76.0,"Johnson, Ted",253.0,1995 - 2004
3918,tedjohnson/2501454,New England Patriots,8,21,"Alameda , CA",12/4/1972,10 Seasons,76.0,"Johnson, Ted",253.0,1995 - 2004
3919,tedjohnson/2501454,New England Patriots,14,96,"Alameda , CA",12/4/1972,10 Seasons,76.0,"Johnson, Ted",253.0,1995 - 2004
3920,tedjohnson/2501454,New England Patriots,12,45,"Alameda , CA",12/4/1972,10 Seasons,76.0,"Johnson, Ted",253.0,1995 - 2004
3921,tedjohnson/2501454,New England Patriots,13,--,"Alameda , CA",12/4/1972,10 Seasons,76.0,"Johnson, Ted",253.0,1995 - 2004
3922,tedjohnson/2501454,New England Patriots,5,--,"Alameda , CA",12/4/1972,10 Seasons,76.0,"Johnson, Ted",253.0,1995 - 2004
3923,tedjohnson/2501454,New England Patriots,13,--,"Alameda , CA",12/4/1972,10 Seasons,76.0,"Johnson, Ted",253.0,1995 - 2004
3924,tedjohnson/2501454,New England Patriots,16,--,"Alameda , CA",12/4/1972,10 Seasons,76.0,"Johnson, Ted",253.0,1995 - 2004
3925,tedjohnson/2501454,New England Patriots,16,--,"Alameda , CA",12/4/1972,10 Seasons,76.0,"Johnson, Ted",253.0,1995 - 2004
3926,tedjohnson/2501454,New England Patriots,12,--,"Alameda , CA",12/4/1972,10 Seasons,76.0,"Johnson, Ted",253.0,1995 - 2004
3927,jeffjackson/2517269,San Diego Chargers,14,--,"Shreveport , LA",10/9/1961,4 Seasons,73.0,"Jackson, Jeff",235.0,1984 - 1988
3928,jeffjackson/2517269,San Diego Chargers,11,--,"Shreveport , LA",10/9/1961,4 Seasons,73.0,"Jackson, Jeff",235.0,1984 - 1988
3929,jeffjackson/2517269,Atlanta Falcons,11,--,"Shreveport , LA",10/9/1961,4 Seasons,73.0,"Jackson, Jeff",235.0,1984 - 1988
3930,jeffjackson/2517269,Atlanta Falcons,16,--,"Shreveport , LA",10/9/1961,4 Seasons,73.0,"Jackson, Jeff",235.0,1984 - 1988
3931,clifflewis/2519424,Green Bay Packers,16,--,"Brewton , AL",11/9/1959,4 Seasons,73.0,"Lewis, Cliff",226.0,1981 - 1984
3932,clifflewis/2519424,Green Bay Packers,16,--,"Brewton , AL",11/9/1959,4 Seasons,73.0,"Lewis, Cliff",226.0,1981 - 1984
3933,clifflewis/2519424,Green Bay Packers,9,--,"Brewton , AL",11/9/1959,4 Seasons,73.0,"Lewis, Cliff",226.0,1981 - 1984
3934,clifflewis/2519424,Green Bay Packers,16,--,"Brewton , AL",11/9/1959,4 Seasons,73.0,"Lewis, Cliff",226.0,1981 - 1984
3935,briancabral/2510881,Chicago Bears,3,--,"Fort Benning , GA",6/23/1956,8 Seasons,73.0,"Cabral, Brian",233.0,1979 - 1986
3936,briancabral/2510881,Chicago Bears,1,--,"Fort Benning , GA",6/23/1956,8 Seasons,73.0,"Cabral, Brian",233.0,1979 - 1986
3937,briancabral/2510881,Chicago Bears,16,--,"Fort Benning , GA",6/23/1956,8 Seasons,73.0,"Cabral, Brian",233.0,1979 - 1986
3938,briancabral/2510881,Chicago Bears,16,--,"Fort Benning , GA",6/23/1956,8 Seasons,73.0,"Cabral, Brian",233.0,1979 - 1986
3939,briancabral/2510881,Chicago Bears,8,--,"Fort Benning , GA",6/23/1956,8 Seasons,73.0,"Cabral, Brian",233.0,1979 - 1986
3940,briancabral/2510881,Chicago Bears,16,--,"Fort Benning , GA",6/23/1956,8 Seasons,73.0,"Cabral, Brian",233.0,1979 - 1986
3941,briancabral/2510881,Green Bay Packers,7,--,"Fort Benning , GA",6/23/1956,8 Seasons,73.0,"Cabral, Brian",233.0,1979 - 1986
3942,briancabral/2510881,Atlanta Falcons,3,--,"Fort Benning , GA",6/23/1956,8 Seasons,73.0,"Cabral, Brian",233.0,1979 - 1986
3943,mikegolic/2500832,Miami Dolphins,15,--,"Willowick , OH",12/12/1962,8 Seasons,77.0,"Golic, Mike",265.0,1986 - 1993
3944,mikegolic/2500832,Philadelphia Eagles,16,--,"Willowick , OH",12/12/1962,8 Seasons,77.0,"Golic, Mike",265.0,1986 - 1993
3945,mikegolic/2500832,Philadelphia Eagles,16,--,"Willowick , OH",12/12/1962,8 Seasons,77.0,"Golic, Mike",265.0,1986 - 1993
3946,mikegolic/2500832,Philadelphia Eagles,16,--,"Willowick , OH",12/12/1962,8 Seasons,77.0,"Golic, Mike",265.0,1986 - 1993
3947,mikegolic/2500832,Philadelphia Eagles,16,--,"Willowick , OH",12/12/1962,8 Seasons,77.0,"Golic, Mike",265.0,1986 - 1993
3948,mikegolic/2500832,Philadelphia Eagles,12,--,"Willowick , OH",12/12/1962,8 Seasons,77.0,"Golic, Mike",265.0,1986 - 1993
3949,mikegolic/2500832,Philadelphia Eagles,6,--,"Willowick , OH",12/12/1962,8 Seasons,77.0,"Golic, Mike",265.0,1986 - 1993
3950,mikegolic/2500832,Houston Oilers,2,--,"Willowick , OH",12/12/1962,8 Seasons,77.0,"Golic, Mike",265.0,1986 - 1993
3951,mikegolic/2500832,Houston Oilers,16,--,"Willowick , OH",12/12/1962,8 Seasons,77.0,"Golic, Mike",265.0,1986 - 1993
3952,stuartschweigert/2506036,Detroit Lions,6,10,"Saginaw , MI",6/21/1981,6 Seasons,73.0,"Schweigert, Stuart",210.0,2004 - 2009
3953,stuartschweigert/2506036,Oakland Raiders,15,69,"Saginaw , MI",6/21/1981,6 Seasons,73.0,"Schweigert, Stuart",210.0,2004 - 2009
3954,stuartschweigert/2506036,Oakland Raiders,16,107,"Saginaw , MI",6/21/1981,6 Seasons,73.0,"Schweigert, Stuart",210.0,2004 - 2009
3955,stuartschweigert/2506036,Oakland Raiders,16,87,"Saginaw , MI",6/21/1981,6 Seasons,73.0,"Schweigert, Stuart",210.0,2004 - 2009
3956,stuartschweigert/2506036,Oakland Raiders,16,52,"Saginaw , MI",6/21/1981,6 Seasons,73.0,"Schweigert, Stuart",210.0,2004 - 2009
3957,davidpaulson/2532924,Pittsburgh Steelers,16,0,"Renton , WA",2/22/1989,4 Seasons,76.0,"Paulson, David",246.0,2012 - 2015
3958,davidpaulson/2532924,Pittsburgh Steelers,16,4,"Renton , WA",2/22/1989,4 Seasons,76.0,"Paulson, David",246.0,2012 - 2015
3959,vontaleach/2505777,Baltimore Ravens,16,1,"Lumberton , NC",11/6/1981,10 Seasons,72.0,"Leach, Vonta",260.0,2004 - 2013
3960,vontaleach/2505777,Baltimore Ravens,16,0,"Lumberton , NC",11/6/1981,10 Seasons,72.0,"Leach, Vonta",260.0,2004 - 2013
3961,vontaleach/2505777,Baltimore Ravens,16,2,"Lumberton , NC",11/6/1981,10 Seasons,72.0,"Leach, Vonta",260.0,2004 - 2013
3962,vontaleach/2505777,Houston Texans,16,8,"Lumberton , NC",11/6/1981,10 Seasons,72.0,"Leach, Vonta",260.0,2004 - 2013
3963,vontaleach/2505777,Houston Texans,16,0,"Lumberton , NC",11/6/1981,10 Seasons,72.0,"Leach, Vonta",260.0,2004 - 2013
3964,vontaleach/2505777,Houston Texans,16,7,"Lumberton , NC",11/6/1981,10 Seasons,72.0,"Leach, Vonta",260.0,2004 - 2013
3965,vontaleach/2505777,Houston Texans,16,5,"Lumberton , NC",11/6/1981,10 Seasons,72.0,"Leach, Vonta",260.0,2004 - 2013
3966,vontaleach/2505777,Houston Texans,11,3,"Lumberton , NC",11/6/1981,10 Seasons,72.0,"Leach, Vonta",260.0,2004 - 2013
3967,vontaleach/2505777,New Orleans Saints,0,0,"Lumberton , NC",11/6/1981,10 Seasons,72.0,"Leach, Vonta",260.0,2004 - 2013
3968,vontaleach/2505777,Green Bay Packers,1,0,"Lumberton , NC",11/6/1981,10 Seasons,72.0,"Leach, Vonta",260.0,2004 - 2013
3969,vontaleach/2505777,Green Bay Packers,16,4,"Lumberton , NC",11/6/1981,10 Seasons,72.0,"Leach, Vonta",260.0,2004 - 2013
3970,vontaleach/2505777,Green Bay Packers,6,3,"Lumberton , NC",11/6/1981,10 Seasons,72.0,"Leach, Vonta",260.0,2004 - 2013
3971,julianbattle/2505417,Kansas City Chiefs,0,0,"Royal Palm Beach , FL",7/11/1981,3 Seasons,74.0,"Battle, Julian",205.0,2003 - 2006
3972,julianbattle/2505417,Kansas City Chiefs,12,16,"Royal Palm Beach , FL",7/11/1981,3 Seasons,74.0,"Battle, Julian",205.0,2003 - 2006
3973,julianbattle/2505417,Kansas City Chiefs,14,8,"Royal Palm Beach , FL",7/11/1981,3 Seasons,74.0,"Battle, Julian",205.0,2003 - 2006
3974,coreychavous/2500052,St. Louis Rams,16,63,"Aiken , SC",1/5/1976,11 Seasons,73.0,"Chavous, Corey",208.0,1998 - 2008
3975,coreychavous/2500052,St. Louis Rams,14,75,"Aiken , SC",1/5/1976,11 Seasons,73.0,"Chavous, Corey",208.0,1998 - 2008
3976,coreychavous/2500052,St. Louis Rams,16,86,"Aiken , SC",1/5/1976,11 Seasons,73.0,"Chavous, Corey",208.0,1998 - 2008
3977,coreychavous/2500052,Minnesota Vikings,16,71,"Aiken , SC",1/5/1976,11 Seasons,73.0,"Chavous, Corey",208.0,1998 - 2008
3978,coreychavous/2500052,Minnesota Vikings,16,80,"Aiken , SC",1/5/1976,11 Seasons,73.0,"Chavous, Corey",208.0,1998 - 2008
3979,coreychavous/2500052,Minnesota Vikings,16,86,"Aiken , SC",1/5/1976,11 Seasons,73.0,"Chavous, Corey",208.0,1998 - 2008
3980,coreychavous/2500052,Minnesota Vikings,16,83,"Aiken , SC",1/5/1976,11 Seasons,73.0,"Chavous, Corey",208.0,1998 - 2008
3981,coreychavous/2500052,Arizona Cardinals,14,73,"Aiken , SC",1/5/1976,11 Seasons,73.0,"Chavous, Corey",208.0,1998 - 2008
3982,coreychavous/2500052,Arizona Cardinals,16,--,"Aiken , SC",1/5/1976,11 Seasons,73.0,"Chavous, Corey",208.0,1998 - 2008
3983,coreychavous/2500052,Arizona Cardinals,15,--,"Aiken , SC",1/5/1976,11 Seasons,73.0,"Chavous, Corey",208.0,1998 - 2008
3984,coreychavous/2500052,Arizona Cardinals,16,--,"Aiken , SC",1/5/1976,11 Seasons,73.0,"Chavous, Corey",208.0,1998 - 2008
3985,johnmadsen/2506708,Cleveland Browns,0,0,"Salt Lake City , UT",5/9/1983,4 Seasons,77.0,"Madsen, John",240.0,2006 - 2009
3986,johnmadsen/2506708,Oakland Raiders,4,0,"Salt Lake City , UT",5/9/1983,4 Seasons,77.0,"Madsen, John",240.0,2006 - 2009
3987,johnmadsen/2506708,Oakland Raiders,16,1,"Salt Lake City , UT",5/9/1983,4 Seasons,77.0,"Madsen, John",240.0,2006 - 2009
3988,johnmadsen/2506708,Oakland Raiders,15,2,"Salt Lake City , UT",5/9/1983,4 Seasons,77.0,"Madsen, John",240.0,2006 - 2009
3989,cedricscott/2504730,Cleveland Browns,4,0,"Gulfport , MS",10/19/1977,2 Seasons,77.0,"Scott, Cedric",290.0,2001 - 2002
3990,cedricscott/2504730,New York Giants,0,0,"Gulfport , MS",10/19/1977,2 Seasons,77.0,"Scott, Cedric",290.0,2001 - 2002
3991,cedricscott/2504730,New York Giants,9,6,"Gulfport , MS",10/19/1977,2 Seasons,77.0,"Scott, Cedric",290.0,2001 - 2002
3992,kurtlarson/2501699,Green Bay Packers,13,--,"Waukesha , WI",2/25/1966,3 Seasons,76.0,"Larson, Kurt",236.0,1989 - 1991
3993,kurtlarson/2501699,Indianapolis Colts,16,--,"Waukesha , WI",2/25/1966,3 Seasons,76.0,"Larson, Kurt",236.0,1989 - 1991
3994,kurtlarson/2501699,Indianapolis Colts,13,--,"Waukesha , WI",2/25/1966,3 Seasons,76.0,"Larson, Kurt",236.0,1989 - 1991
3995,t.j.jackson/2506621,Kansas City Chiefs,4,2,"Opelika , AL",12/12/1983,2 Seasons,72.0,"Jackson, T.J.",304.0,2006 - 2008
3996,t.j.jackson/2506621,Atlanta Falcons,5,5,"Opelika , AL",12/12/1983,2 Seasons,72.0,"Jackson, T.J.",304.0,2006 - 2008
3997,adrianmadise/2505446,Tampa Bay Buccaneers,0,0,"Lancaster , TX",3/23/1980,2 Seasons,71.0,"Madise, Adrian",215.0,2003 - 2004
3998,adrianmadise/2505446,Denver Broncos,0,0,"Lancaster , TX",3/23/1980,2 Seasons,71.0,"Madise, Adrian",215.0,2003 - 2004
3999,adrianmadise/2505446,Denver Broncos,11,1,"Lancaster , TX",3/23/1980,2 Seasons,71.0,"Madise, Adrian",215.0,2003 - 2004
4000,tombeasley/2509246,Washington Redskins,1,--,"Bluefield , WV",8/11/1954,9 Seasons,77.0,"Beasley, Tom",253.0,1978 - 1986
4001,tombeasley/2509246,Washington Redskins,12,--,"Bluefield , WV",8/11/1954,9 Seasons,77.0,"Beasley, Tom",253.0,1978 - 1986
4002,tombeasley/2509246,Washington Redskins,13,--,"Bluefield , WV",8/11/1954,9 Seasons,77.0,"Beasley, Tom",253.0,1978 - 1986
4003,tombeasley/2509246,Pittsburgh Steelers,16,--,"Bluefield , WV",8/11/1954,9 Seasons,77.0,"Beasley, Tom",253.0,1978 - 1986
4004,tombeasley/2509246,Pittsburgh Steelers,7,--,"Bluefield , WV",8/11/1954,9 Seasons,77.0,"Beasley, Tom",253.0,1978 - 1986
4005,tombeasley/2509246,Pittsburgh Steelers,13,--,"Bluefield , WV",8/11/1954,9 Seasons,77.0,"Beasley, Tom",253.0,1978 - 1986
4006,tombeasley/2509246,Pittsburgh Steelers,15,--,"Bluefield , WV",8/11/1954,9 Seasons,77.0,"Beasley, Tom",253.0,1978 - 1986
4007,tombeasley/2509246,Pittsburgh Steelers,13,--,"Bluefield , WV",8/11/1954,9 Seasons,77.0,"Beasley, Tom",253.0,1978 - 1986
4008,tombeasley/2509246,Pittsburgh Steelers,15,--,"Bluefield , WV",8/11/1954,9 Seasons,77.0,"Beasley, Tom",253.0,1978 - 1986
4009,marcobattaglia/2499574,Carolina Panthers,2,0,"Queens , NY",1/25/1973,8 Seasons,75.0,"Battaglia, Marco",249.0,1996 - 2003
4010,marcobattaglia/2499574,Pittsburgh Steelers,1,0,"Queens , NY",1/25/1973,8 Seasons,75.0,"Battaglia, Marco",249.0,1996 - 2003
4011,marcobattaglia/2499574,Tampa Bay Buccaneers,2,0,"Queens , NY",1/25/1973,8 Seasons,75.0,"Battaglia, Marco",249.0,1996 - 2003
4012,marcobattaglia/2499574,Washington Redskins,3,0,"Queens , NY",1/25/1973,8 Seasons,75.0,"Battaglia, Marco",249.0,1996 - 2003
4013,marcobattaglia/2499574,Cincinnati Bengals,8,1,"Queens , NY",1/25/1973,8 Seasons,75.0,"Battaglia, Marco",249.0,1996 - 2003
4014,marcobattaglia/2499574,Cincinnati Bengals,16,--,"Queens , NY",1/25/1973,8 Seasons,75.0,"Battaglia, Marco",249.0,1996 - 2003
4015,marcobattaglia/2499574,Cincinnati Bengals,16,--,"Queens , NY",1/25/1973,8 Seasons,75.0,"Battaglia, Marco",249.0,1996 - 2003
4016,marcobattaglia/2499574,Cincinnati Bengals,16,--,"Queens , NY",1/25/1973,8 Seasons,75.0,"Battaglia, Marco",249.0,1996 - 2003
4017,marcobattaglia/2499574,Cincinnati Bengals,16,--,"Queens , NY",1/25/1973,8 Seasons,75.0,"Battaglia, Marco",249.0,1996 - 2003
4018,marcobattaglia/2499574,Cincinnati Bengals,16,--,"Queens , NY",1/25/1973,8 Seasons,75.0,"Battaglia, Marco",249.0,1996 - 2003
4019,samkongado/2506185,St. Louis Rams,15,4,Kufai Nigeria,11/13/1982,6 Seasons,70.0,"Gado, Samkon",227.0,2005 - 2010
4020,samkongado/2506185,St. Louis Rams,1,1,Kufai Nigeria,11/13/1982,6 Seasons,70.0,"Gado, Samkon",227.0,2005 - 2010
4021,samkongado/2506185,Miami Dolphins,5,0,Kufai Nigeria,11/13/1982,6 Seasons,70.0,"Gado, Samkon",227.0,2005 - 2010
4022,samkongado/2506185,Houston Texans,3,0,Kufai Nigeria,11/13/1982,6 Seasons,70.0,"Gado, Samkon",227.0,2005 - 2010
4023,samkongado/2506185,Houston Texans,8,0,Kufai Nigeria,11/13/1982,6 Seasons,70.0,"Gado, Samkon",227.0,2005 - 2010
4024,samkongado/2506185,Green Bay Packers,1,0,Kufai Nigeria,11/13/1982,6 Seasons,70.0,"Gado, Samkon",227.0,2005 - 2010
4025,samkongado/2506185,Green Bay Packers,8,1,Kufai Nigeria,11/13/1982,6 Seasons,70.0,"Gado, Samkon",227.0,2005 - 2010
4026,jeriousnorwood/2495921,St. Louis Rams,9,0,"Jackson , MS",7/29/1983,6 Seasons,71.0,"Norwood, Jerious",205.0,2006 - 2011
4027,jeriousnorwood/2495921,Atlanta Falcons,2,0,"Jackson , MS",7/29/1983,6 Seasons,71.0,"Norwood, Jerious",205.0,2006 - 2011
4028,jeriousnorwood/2495921,Atlanta Falcons,10,1,"Jackson , MS",7/29/1983,6 Seasons,71.0,"Norwood, Jerious",205.0,2006 - 2011
4029,jeriousnorwood/2495921,Atlanta Falcons,16,5,"Jackson , MS",7/29/1983,6 Seasons,71.0,"Norwood, Jerious",205.0,2006 - 2011
4030,jeriousnorwood/2495921,Atlanta Falcons,15,1,"Jackson , MS",7/29/1983,6 Seasons,71.0,"Norwood, Jerious",205.0,2006 - 2011
4031,jeriousnorwood/2495921,Atlanta Falcons,14,3,"Jackson , MS",7/29/1983,6 Seasons,71.0,"Norwood, Jerious",205.0,2006 - 2011
4032,britthager/2500953,St. Louis Rams,13,--,"Odessa , TX",2/20/1966,9 Seasons,73.0,"Hager, Britt",242.0,1989 - 1997
4033,britthager/2500953,Denver Broncos,2,--,"Odessa , TX",2/20/1966,9 Seasons,73.0,"Hager, Britt",242.0,1989 - 1997
4034,britthager/2500953,Denver Broncos,16,--,"Odessa , TX",2/20/1966,9 Seasons,73.0,"Hager, Britt",242.0,1989 - 1997
4035,britthager/2500953,Philadelphia Eagles,16,--,"Odessa , TX",2/20/1966,9 Seasons,73.0,"Hager, Britt",242.0,1989 - 1997
4036,britthager/2500953,Philadelphia Eagles,16,--,"Odessa , TX",2/20/1966,9 Seasons,73.0,"Hager, Britt",242.0,1989 - 1997
4037,britthager/2500953,Philadelphia Eagles,10,--,"Odessa , TX",2/20/1966,9 Seasons,73.0,"Hager, Britt",242.0,1989 - 1997
4038,britthager/2500953,Philadelphia Eagles,16,--,"Odessa , TX",2/20/1966,9 Seasons,73.0,"Hager, Britt",242.0,1989 - 1997
4039,britthager/2500953,Philadelphia Eagles,16,--,"Odessa , TX",2/20/1966,9 Seasons,73.0,"Hager, Britt",242.0,1989 - 1997
4040,britthager/2500953,Philadelphia Eagles,16,--,"Odessa , TX",2/20/1966,9 Seasons,73.0,"Hager, Britt",242.0,1989 - 1997
4041,benthomas/2527211,Los Angeles Rams,2,--,"Ashburn , GA",7/2/1961,5 Seasons,76.0,"Thomas, Ben",280.0,1985 - 1991
4042,benthomas/2527211,Atlanta Falcons,16,--,"Ashburn , GA",7/2/1961,5 Seasons,76.0,"Thomas, Ben",280.0,1985 - 1991
4043,benthomas/2527211,Pittsburgh Steelers,8,--,"Ashburn , GA",7/2/1961,5 Seasons,76.0,"Thomas, Ben",280.0,1985 - 1991
4044,benthomas/2527211,Green Bay Packers,9,--,"Ashburn , GA",7/2/1961,5 Seasons,76.0,"Thomas, Ben",280.0,1985 - 1991
4045,benthomas/2527211,New England Patriots,4,--,"Ashburn , GA",7/2/1961,5 Seasons,76.0,"Thomas, Ben",280.0,1985 - 1991
4046,benthomas/2527211,New England Patriots,15,--,"Ashburn , GA",7/2/1961,5 Seasons,76.0,"Thomas, Ben",280.0,1985 - 1991
4047,tyjuanhagler/2506508,Indianapolis Colts,13,59,"Kankakee , IL",12/3/1981,6 Seasons,72.0,"Hagler, Tyjuan",236.0,2005 - 2010
4048,tyjuanhagler/2506508,Indianapolis Colts,7,26,"Kankakee , IL",12/3/1981,6 Seasons,72.0,"Hagler, Tyjuan",236.0,2005 - 2010
4049,tyjuanhagler/2506508,Indianapolis Colts,9,27,"Kankakee , IL",12/3/1981,6 Seasons,72.0,"Hagler, Tyjuan",236.0,2005 - 2010
4050,tyjuanhagler/2506508,Indianapolis Colts,12,54,"Kankakee , IL",12/3/1981,6 Seasons,72.0,"Hagler, Tyjuan",236.0,2005 - 2010
4051,tyjuanhagler/2506508,Indianapolis Colts,9,7,"Kankakee , IL",12/3/1981,6 Seasons,72.0,"Hagler, Tyjuan",236.0,2005 - 2010
4052,tyjuanhagler/2506508,Indianapolis Colts,0,0,"Kankakee , IL",12/3/1981,6 Seasons,72.0,"Hagler, Tyjuan",236.0,2005 - 2010
4053,trevorgaylor/2504281,Atlanta Falcons,13,3,"St. Louis , MO",11/3/1977,3 Seasons,75.0,"Gaylor, Trevor",195.0,2000 - 2002
4054,trevorgaylor/2504281,San Diego Chargers,7,1,"St. Louis , MO",11/3/1977,3 Seasons,75.0,"Gaylor, Trevor",195.0,2000 - 2002
4055,trevorgaylor/2504281,San Diego Chargers,14,--,"St. Louis , MO",11/3/1977,3 Seasons,75.0,"Gaylor, Trevor",195.0,2000 - 2002
4056,frednordgren/2522232,Tampa Bay Buccaneers,3,--,"Hillsboro , OR",12/11/1959,1 Season,72.0,"Nordgren, Fred",240.0,1987 - 1987
4057,anthonyparker/2502398,Oakland Raiders,0,0,"Denver , CO",12/4/1975,5 Seasons,73.0,"Parker, Anthony",200.0,1999 - 2003
4058,anthonyparker/2502398,San Francisco 49ers,0,0,"Denver , CO",12/4/1975,5 Seasons,73.0,"Parker, Anthony",200.0,1999 - 2003
4059,anthonyparker/2502398,San Francisco 49ers,5,10,"Denver , CO",12/4/1975,5 Seasons,73.0,"Parker, Anthony",200.0,1999 - 2003
4060,anthonyparker/2502398,San Francisco 49ers,16,--,"Denver , CO",12/4/1975,5 Seasons,73.0,"Parker, Anthony",200.0,1999 - 2003
4061,anthonyparker/2502398,San Francisco 49ers,0,--,"Denver , CO",12/4/1975,5 Seasons,73.0,"Parker, Anthony",200.0,1999 - 2003
4062,demetriousjohnson/2517607,Miami Dolphins,3,--,"St. Louis , MO",7/21/1961,5 Seasons,71.0,"Johnson, Demetrious",190.0,1983 - 1987
4063,demetriousjohnson/2517607,Detroit Lions,16,--,"St. Louis , MO",7/21/1961,5 Seasons,71.0,"Johnson, Demetrious",190.0,1983 - 1987
4064,demetriousjohnson/2517607,Detroit Lions,16,--,"St. Louis , MO",7/21/1961,5 Seasons,71.0,"Johnson, Demetrious",190.0,1983 - 1987
4065,demetriousjohnson/2517607,Detroit Lions,16,--,"St. Louis , MO",7/21/1961,5 Seasons,71.0,"Johnson, Demetrious",190.0,1983 - 1987
4066,demetriousjohnson/2517607,Detroit Lions,14,--,"St. Louis , MO",7/21/1961,5 Seasons,71.0,"Johnson, Demetrious",190.0,1983 - 1987
4067,jasonanderson/2506120,Houston Texans,1,1,"Palmdale , CA",4/29/1980,2 Seasons,72.0,"Anderson, Jason",205.0,2004 - 2005
4068,jasonanderson/2506120,Houston Texans,0,0,"Palmdale , CA",4/29/1980,2 Seasons,72.0,"Anderson, Jason",205.0,2004 - 2005
4069,jimmyfarris/2504388,Washington Redskins,2,0,"Lewiston , ID",4/13/1978,6 Seasons,72.0,"Farris, Jimmy",200.0,2001 - 2007
4070,jimmyfarris/2504388,Washington Redskins,4,0,"Lewiston , ID",4/13/1978,6 Seasons,72.0,"Farris, Jimmy",200.0,2001 - 2007
4071,jimmyfarris/2504388,Atlanta Falcons,14,5,"Lewiston , ID",4/13/1978,6 Seasons,72.0,"Farris, Jimmy",200.0,2001 - 2007
4072,jimmyfarris/2504388,Atlanta Falcons,16,9,"Lewiston , ID",4/13/1978,6 Seasons,72.0,"Farris, Jimmy",200.0,2001 - 2007
4073,jimmyfarris/2504388,Atlanta Falcons,0,0,"Lewiston , ID",4/13/1978,6 Seasons,72.0,"Farris, Jimmy",200.0,2001 - 2007
4074,jimmyfarris/2504388,New England Patriots,0,0,"Lewiston , ID",4/13/1978,6 Seasons,72.0,"Farris, Jimmy",200.0,2001 - 2007
4075,juquaparker/2504423,Cleveland Browns,16,24,"Houston , TX",5/15/1978,12 Seasons,74.0,"Parker, Juqua",250.0,2001 - 2012
